query_id	update_id	nugget_id	match_start	match_end	auto_p
26	1358352573-01f1f920a07412b178667b8af625940e-15	VM26.019	0	43	0
26	1358352594-a0c9819bcadb790c29a4777fc745f5a1-40	VM26.003	0	28	0
26	1358352594-a0c9819bcadb790c29a4777fc745f5a1-40	VM26.019	31	42	0
26	1358352754-46a83a68437f51d11dd2528ca9811a6f-1	VM26.019	0	34	0
26	1358352754-46a83a68437f51d11dd2528ca9811a6f-42	VM26.003	53	89	0
26	1358352754-46a83a68437f51d11dd2528ca9811a6f-42	VM26.009	0	21	0
26	1358352754-46a83a68437f51d11dd2528ca9811a6f-42	VM26.018	25	44	0
26	1358352754-46a83a68437f51d11dd2528ca9811a6f-42	VM26.031	99	146	0
26	1358352791-645c0978da696744a292a62e74b443ea-29	VM26.019	0	94	0
26	1358352791-645c0978da696744a292a62e74b443ea-35	VM26.019	74	167	0
26	1358353109-a0ebd7c1daae3e1fdecd9f09c2ee2c9d-110	VM26.003	3	28	0
26	1358353109-a0ebd7c1daae3e1fdecd9f09c2ee2c9d-110	VM26.009	28	45	0
26	1358353166-7b32de22a8f61f2c6d86e40a5a786cc7-1	VM26.019	0	60	0
26	1358353166-7b32de22a8f61f2c6d86e40a5a786cc7-10	VM26.019	0	117	0
26	1358353166-7b32de22a8f61f2c6d86e40a5a786cc7-11	VM26.008	30	74	0
26	1358353166-7b32de22a8f61f2c6d86e40a5a786cc7-11	VM26.026	77	93	0
26	1358353210-8d859149269ad8c0da133e4293a73772-153	VM26.003	116	245	0
26	1358353210-8d859149269ad8c0da133e4293a73772-153	VM26.009	57	85	0
26	1358353210-8d859149269ad8c0da133e4293a73772-153	VM26.018	90	109	0
26	1358353210-8d859149269ad8c0da133e4293a73772-164	VM26.002	210	234	0
26	1358353210-8d859149269ad8c0da133e4293a73772-164	VM26.003	54	92	0
26	1358353210-8d859149269ad8c0da133e4293a73772-164	VM26.009	0	31	0
26	1358353210-8d859149269ad8c0da133e4293a73772-164	VM26.018	32	53	0
26	1358353210-8d859149269ad8c0da133e4293a73772-168	VM26.003	0	61	0
26	1358353210-8d859149269ad8c0da133e4293a73772-85	VM26.019	65	102	0
26	1358353210-8d859149269ad8c0da133e4293a73772-88	VM26.024	24	92	0
26	1358353210-8d859149269ad8c0da133e4293a73772-89	VM26.003	46	149	0
26	1358353210-8d859149269ad8c0da133e4293a73772-98	VM26.003	47	91	0
26	1358353210-8d859149269ad8c0da133e4293a73772-98	VM26.009	92	101	0
26	1358353235-11953ae73efd66f4fd5b172f215ccba1-5	VM26.021	0	72	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-0	VM26.019	0	77	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-56	VM26.017	63	87	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-63	VM26.019	0	144	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-67	VM26.003	29	84	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-67	VM26.008	92	167	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-67	VM26.019	0	28	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-71	VM26.032	0	163	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-74	VM26.030	0	78	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-81	VM26.008	0	95	0
26	1358353307-3806f4e7a4f5109cec9c93af00532e85-82	VM26.024	0	108	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-13	VM26.018	0	94	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-15	VM26.021	0	164	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-17	VM26.013	60	125	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-23	VM26.002	0	37	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-32	VM26.006	101	246	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-42	VM26.007	0	112	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-46	VM26.003	0	26	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-7	VM26.006	32	74	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-8	VM26.019	0	120	0
26	1358353460-d58ba6bb1ab53856b67a2b541a03a75c-9	VM26.019	0	222	0
26	1358353527-0ac04f9853206861bdb3afd766ff98db-12	VM26.003	104	213	0
26	1358353527-0ac04f9853206861bdb3afd766ff98db-12	VM26.009	104	213	0
26	1358353527-0ac04f9853206861bdb3afd766ff98db-12	VM26.018	103	213	0
26	1358353527-0ac04f9853206861bdb3afd766ff98db-14	VM26.003	0	78	0
26	1358353527-0ac04f9853206861bdb3afd766ff98db-21	VM26.003	18	84	0
26	1358353527-0ac04f9853206861bdb3afd766ff98db-21	VM26.031	18	84	0
26	1358353605-dbe0a067fb8eb2b49b7ff5c0d379fe8a-37	VM26.003	0	70	0
26	1358353661-aa7007f60b646861f25a67a6e6d80d18-12	VM26.019	0	39	0
26	1358353661-aa7007f60b646861f25a67a6e6d80d18-17	VM26.013	0	54	0
26	1358353661-aa7007f60b646861f25a67a6e6d80d18-20	VM26.021	0	45	0
26	1358353661-aa7007f60b646861f25a67a6e6d80d18-29	VM26.008	0	28	0
26	1358353666-2fbb08a48a3844d3b4cbe00465d94e54-282	VM26.009	4	37	0
26	1358353666-2fbb08a48a3844d3b4cbe00465d94e54-285	VM26.009	2	37	0
26	1358353666-2fbb08a48a3844d3b4cbe00465d94e54-64	VM26.013	102	166	0
26	1358353668-d767d46cd04cc74295a32054f20091dc-227	VM26.003	0	80	0
26	1358353668-d767d46cd04cc74295a32054f20091dc-277	VM26.003	0	80	0
26	1358353668-d767d46cd04cc74295a32054f20091dc-284	VM26.003	0	25	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-138	VM26.003	0	25	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-138	VM26.019	28	61	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-141	VM26.003	37	59	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-147	VM26.007	0	67	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-158	VM26.019	0	43	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-38	VM26.009	0	68	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-45	VM26.003	45	101	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-45	VM26.018	20	44	0
26	1358353733-32ea40e6e6d584ba2c3ce52df6e1c86a-45	VM26.019	0	15	0
26	1358353750-4db846f781a3dfd20b5759c3eacb15e4-114	VM26.003	9	166	0
26	1358353750-4db846f781a3dfd20b5759c3eacb15e4-117	VM26.002	0	64	0
26	1358353750-4db846f781a3dfd20b5759c3eacb15e4-117	VM26.007	140	200	0
26	1358353750-4db846f781a3dfd20b5759c3eacb15e4-117	VM26.013	64	140	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-104	VM26.002	127	159	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-104	VM26.003	74	124	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-107	VM26.003	34	156	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-107	VM26.008	156	218	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-107	VM26.009	0	33	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-125	VM26.002	131	157	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-125	VM26.003	48	129	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-125	VM26.013	14	48	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-141	VM26.003	34	140	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-141	VM26.008	140	179	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-141	VM26.009	11	34	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-151	VM26.002	270	296	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-151	VM26.008	126	172	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-151	VM26.032	0	37	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-164	VM26.002	173	200	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-164	VM26.003	1	172	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-164	VM26.019	39	172	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-69	VM26.002	149	175	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-69	VM26.003	71	149	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-72	VM26.003	40	174	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-72	VM26.019	11	33	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-75	VM26.002	152	178	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-75	VM26.003	26	151	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-75	VM26.013	0	26	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-78	VM26.003	39	163	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-78	VM26.009	0	34	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-89	VM26.002	149	175	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-89	VM26.003	36	88	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-89	VM26.006	0	34	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-89	VM26.008	89	146	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-95	VM26.002	139	165	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-95	VM26.003	25	78	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-95	VM26.008	78	124	0
26	1358353791-601c985dce9e254f8dd5955fca2d6d4a-95	VM26.013	0	26	0
26	1358353805-122757c95c0ff2d9ef20b326c336e4de-40	VM26.019	0	122	0
26	1358353805-122757c95c0ff2d9ef20b326c336e4de-94	VM26.029	0	57	0
26	1358353879-b30ef9c1a7320f2ec507cc5fbb23e9fe-0	VM26.003	13	49	0
26	1358353879-b30ef9c1a7320f2ec507cc5fbb23e9fe-0	VM26.009	0	7	0
26	1358353929-f26da2b0cdbe96d5a9cc7292fa3658f7-0	VM26.019	0	98	0
26	1358353929-f26da2b0cdbe96d5a9cc7292fa3658f7-38	VM26.002	81	107	0
26	1358353929-f26da2b0cdbe96d5a9cc7292fa3658f7-38	VM26.003	0	33	0
26	1358353971-eeb47f2bfd2ce9689678090dbe11ee56-136	VM26.003	4	15	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-1	VM26.009	0	38	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-116	VM26.002	58	96	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-116	VM26.003	96	156	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-116	VM26.018	0	41	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-130	VM26.030	0	168	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-134	VM26.006	35	96	0
26	1358353994-b5f90fc43551e9d6ff13c43076f0adf0-10	VM26.003	0	25	0
26	1358354355-b2c6009d3e805eaa88ae058654743102-17	VM26.013	0	69	0
26	1358354355-b2c6009d3e805eaa88ae058654743102-18	VM26.013	0	50	0
26	1358354355-b2c6009d3e805eaa88ae058654743102-19	VM26.003	0	115	0
26	1358354355-b2c6009d3e805eaa88ae058654743102-21	VM26.003	0	95	0
26	1358354355-b2c6009d3e805eaa88ae058654743102-22	VM26.006	0	27	0
26	1358354355-b2c6009d3e805eaa88ae058654743102-23	VM26.003	0	38	0
26	1358354415-105d71ec8aeb28f40e2dbde91d48b8c0-11	VM26.019	0	151	0
26	1358354415-105d71ec8aeb28f40e2dbde91d48b8c0-12	VM26.002	136	148	0
26	1358354415-105d71ec8aeb28f40e2dbde91d48b8c0-12	VM26.019	0	136	0
26	1358354602-6f2f58267ea642acefb5ca63e76df2b4-128	VM26.003	26	71	0
26	1358354602-6f2f58267ea642acefb5ca63e76df2b4-128	VM26.009	0	7	0
26	1358354602-6f2f58267ea642acefb5ca63e76df2b4-128	VM26.018	9	19	0
26	1358354602-6f2f58267ea642acefb5ca63e76df2b4-138	VM26.003	80	154	0
26	1358354602-6f2f58267ea642acefb5ca63e76df2b4-138	VM26.018	179	191	0
26	1358354602-6f2f58267ea642acefb5ca63e76df2b4-138	VM26.019	154	174	0
26	1358354602-6f2f58267ea642acefb5ca63e76df2b4-139	VM26.007	77	129	0
26	1358354602-6f2f58267ea642acefb5ca63e76df2b4-139	VM26.009	32	45	0
26	1358354735-9d2f46d40f32532d8d231e996b33097a-54	VM26.002	80	109	0
26	1358354735-9d2f46d40f32532d8d231e996b33097a-54	VM26.003	0	33	0
26	1358354739-bd2c728ab3e9fb438c4b18b0ec6599ad-217	VM26.003	0	25	0
26	1358354739-bd2c728ab3e9fb438c4b18b0ec6599ad-218	VM26.003	0	80	0
26	1358354781-27083b3ba8c588023d7bf2523d70a184-69	VM26.003	24	50	0
26	1358354966-b58d4c6cb3096337d4a4b385ab454386-51	VM26.006	0	76	0
26	1358355188-f26da2b0cdbe96d5a9cc7292fa3658f7-0	VM26.019	0	98	0
26	1358355188-f26da2b0cdbe96d5a9cc7292fa3658f7-47	VM26.003	0	133	0
26	1358355262-78a6fa3abc32368d90f701cf69fbb885-35	VM26.032	0	48	0
26	1358355457-31851fe9907927076af69a5214302879-2	VM26.019	0	54	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-0	VM26.003	0	42	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-0	VM26.009	43	56	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-18	VM26.003	0	31	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-20	VM26.002	63	83	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-20	VM26.026	46	63	0
26	1358359116-73aef2318c377d784a8b65717fb90edf-24	VM26.019	0	223	0
26	1358360019-ac1c3433ea3aebcbb469197551641750-92	VM26.003	0	139	0
26	1358360076-ac1c3433ea3aebcbb469197551641750-197	VM26.030	0	108	0
26	1358360076-ac1c3433ea3aebcbb469197551641750-197	VM26.031	109	238	0
26	1358363009-540c753620e59ee546ce7aee85bf4a0b-36	VM26.026	0	207	0
26	1358363009-540c753620e59ee546ce7aee85bf4a0b-54	VM26.013	7	86	0
26	1358363692-286bdbd5dad3bf51b5fc8307e75a0882-349	VM26.019	0	117	0
26	1358363692-286bdbd5dad3bf51b5fc8307e75a0882-350	VM26.008	30	74	0
26	1358363692-286bdbd5dad3bf51b5fc8307e75a0882-350	VM26.026	77	93	0
26	1358363960-d5393bfb74512b599d96630b7cccdc78-158	VM26.018	19	57	0
26	1358363960-d5393bfb74512b599d96630b7cccdc78-4	VM26.009	19	29	0
26	1358363960-d5393bfb74512b599d96630b7cccdc78-4	VM26.018	30	44	0
26	1358363960-d5393bfb74512b599d96630b7cccdc78-7	VM26.024	19	85	0
26	1358363960-d5393bfb74512b599d96630b7cccdc78-8	VM26.031	19	53	0
26	1358363960-d5393bfb74512b599d96630b7cccdc78-9	VM26.019	19	65	0
26	1358363980-68e5c4f1b963835e0b75682e5d221216-65	VM26.019	0	168	0
26	1358364012-0c35ca4495fa338262410578224d3f14-112	VM26.003	0	25	0
26	1358364012-0c35ca4495fa338262410578224d3f14-112	VM26.019	28	61	0
26	1358364012-0c35ca4495fa338262410578224d3f14-118	VM26.003	0	45	0
26	1358364012-0c35ca4495fa338262410578224d3f14-69	VM26.002	24	88	0
26	1358364098-dbf466544a3d63fdfedfd261ed1845ec-142	VM26.021	0	72	0
26	1358364111-778e8c5deb86d2085fa95e0f40d0c10f-204	VM26.003	0	25	0
26	1358364111-edf5a2217243c1da02bea2a96b0e67ff-200	VM26.003	0	25	0
26	1358364112-6468c3507f6478f06c64849dd0369337-229	VM26.003	0	25	0
26	1358364113-33591755f62fa2a716f83653cde061e0-196	VM26.003	0	25	0
26	1358364321-c97b6d4365bb32d02eb675b5c4498370-22	VM26.031	26	161	0
26	1358364944-10766c480ea532dc8afcad3e510ac965-175	VM26.003	35	104	0
26	1358364945-22ecc5f13e372474a612ce2ddff44d60-175	VM26.003	35	104	0
26	1358365562-b150346d65cbcdc6d9179923a6926883-208	VM26.003	13	30	0
26	1358365562-b150346d65cbcdc6d9179923a6926883-98	VM26.013	32	143	0
26	1358365582-30ba83d3e4c228ae2ef6259ce7784862-212	VM26.003	0	25	0
26	1358365778-40b48d00258adb41dc0ddcd21c3ec732-38	VM26.003	1	170	0
26	1358366194-dce26d9751491984f98930e318088652-22	VM26.003	55	110	0
26	1358366194-dce26d9751491984f98930e318088652-22	VM26.006	188	219	0
26	1358366194-dce26d9751491984f98930e318088652-22	VM26.019	111	188	0
26	1358366326-ed739f0f28ff10f8f3a6c02d387e7797-66	VM26.003	0	47	0
26	1358366326-ed739f0f28ff10f8f3a6c02d387e7797-67	VM26.002	33	65	0
26	1358366326-ed739f0f28ff10f8f3a6c02d387e7797-67	VM26.003	0	29	0
26	1358367008-859c46e9d68f14cbc3c8a3c2bdde275c-50	VM26.003	0	94	0
26	1358367008-859c46e9d68f14cbc3c8a3c2bdde275c-50	VM26.009	95	113	0
26	1358367008-859c46e9d68f14cbc3c8a3c2bdde275c-50	VM26.018	114	138	0
26	1358367581-d5bc73167a3cf896bbe701eae5fc51bc-69	VM26.031	39	156	0
26	1358367581-d5bc73167a3cf896bbe701eae5fc51bc-76	VM26.003	95	205	0
26	1358367581-d5bc73167a3cf896bbe701eae5fc51bc-76	VM26.030	0	59	0
26	1358370329-1cbe94e9d5d4f469296328c97e425a92-61	VM26.003	26	217	0
26	1358370395-255b3f2b6b08bba5ed18783ea462002b-121	VM26.003	4	48	0
26	1358370536-31851fe9907927076af69a5214302879-84	VM26.013	102	166	0
26	1358370617-d58e5cfcd10d47ec039cd2df6aa140db-97	VM26.003	0	28	0
26	1358371540-9987713a6fb655a24a1011bd77c13fa6-5	VM26.003	0	29	0
26	1358371540-9987713a6fb655a24a1011bd77c13fa6-5	VM26.019	31	47	0
26	1358371635-4c1d4b3435a37cfc7a5ec00127074920-0	VM26.003	0	83	0
26	1358371635-4c1d4b3435a37cfc7a5ec00127074920-66	VM26.003	90	138	0
26	1358371677-2e7a40d9adbc1dded0df01b90c7e62de-82	VM26.030	0	97	0
26	1358371677-2e7a40d9adbc1dded0df01b90c7e62de-82	VM26.031	97	144	0
26	1358371758-3553a2bea52c976f2bd986dce020967a-50	VM26.032	0	79	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-168	VM26.003	0	36	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-172	VM26.003	39	163	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-172	VM26.009	0	34	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-174	VM26.002	80	109	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-174	VM26.003	0	33	0
26	1358372270-6e07b7aec36003ebb4df340df78d190c-51	VM26.013	18	97	0
26	1358372297-cc42cb0e6165b84c2deab488dfe4ba03-12	VM26.019	28	61	0
26	1358372423-34ef9f6ac89f884cafdba16db997ef67-106	VM26.006	0	72	0
26	1358372423-34ef9f6ac89f884cafdba16db997ef67-106	VM26.007	0	72	0
26	1358372423-34ef9f6ac89f884cafdba16db997ef67-106	VM26.013	0	71	0
26	1358372423-34ef9f6ac89f884cafdba16db997ef67-106	VM26.015	0	72	0
26	1358372423-34ef9f6ac89f884cafdba16db997ef67-106	VM26.018	0	72	0
26	1358372423-34ef9f6ac89f884cafdba16db997ef67-106	VM26.032	0	72	0
26	1358372423-34ef9f6ac89f884cafdba16db997ef67-248	VM26.013	0	46	0
26	1358372423-34ef9f6ac89f884cafdba16db997ef67-309	VM26.003	15	288	0
26	1358372637-ccdb33c17f79330f3adc3ef1527007ad-47	VM26.003	18	84	0
