query_id	update_id	nugget_id	match_start	match_end	auto_p
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-116	VM26.003	96	156	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-116	VM26.018	0	41	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-130	VM26.030	0	168	0
26	1358353972-293af6ff2f6a766a92b3435181fea6ab-134	VM26.006	35	96	0
26	1358354739-bd2c728ab3e9fb438c4b18b0ec6599ad-218	VM26.003	0	80	0
26	1358355188-f26da2b0cdbe96d5a9cc7292fa3658f7-0	VM26.019	0	98	0
26	1358355188-f26da2b0cdbe96d5a9cc7292fa3658f7-47	VM26.003	0	133	0
26	1358355262-78a6fa3abc32368d90f701cf69fbb885-35	VM26.032	0	48	0
26	1358355457-31851fe9907927076af69a5214302879-2	VM26.019	0	54	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-0	VM26.003	0	42	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-0	VM26.009	43	56	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-18	VM26.003	0	31	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-20	VM26.002	63	83	0
26	1358355508-e08b73a92743f775f92dcb05cea77c8b-20	VM26.026	46	63	0
26	1358363692-286bdbd5dad3bf51b5fc8307e75a0882-349	VM26.019	0	117	0
26	1358363692-286bdbd5dad3bf51b5fc8307e75a0882-350	VM26.008	30	74	0
26	1358363692-286bdbd5dad3bf51b5fc8307e75a0882-350	VM26.026	77	93	0
26	1358364321-c97b6d4365bb32d02eb675b5c4498370-22	VM26.031	26	161	0
26	1358365562-b150346d65cbcdc6d9179923a6926883-208	VM26.003	13	30	0
26	1358365562-b150346d65cbcdc6d9179923a6926883-98	VM26.013	32	143	0
26	1358370536-31851fe9907927076af69a5214302879-84	VM26.013	102	166	0
26	1358371540-9987713a6fb655a24a1011bd77c13fa6-5	VM26.003	0	29	0
26	1358371540-9987713a6fb655a24a1011bd77c13fa6-5	VM26.019	31	47	0
26	1358371677-2e7a40d9adbc1dded0df01b90c7e62de-82	VM26.030	0	97	0
26	1358371677-2e7a40d9adbc1dded0df01b90c7e62de-82	VM26.031	97	144	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-168	VM26.003	0	36	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-172	VM26.003	39	163	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-172	VM26.009	0	34	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-174	VM26.002	80	109	0
26	1358372146-3fad749178f1cec9c850fc7ba8f3c35a-174	VM26.003	0	33	0
26	1358372270-6e07b7aec36003ebb4df340df78d190c-51	VM26.013	18	97	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-149	VM26.003	0	23	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-150	VM26.003	0	29	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-150	VM26.018	0	4	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-151	VM26.003	0	45	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-152	VM26.003	0	32	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-153	VM26.007	0	67	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-172	VM26.003	0	25	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-172	VM26.019	28	61	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-49	VM26.003	128	183	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-49	VM26.009	84	112	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-49	VM26.013	185	256	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-49	VM26.018	117	127	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-83	VM26.024	35	202	0
26	1358372638-82b0b69c5c3a34a32c9ef22b9c69f526-97	VM26.019	0	73	0
26	1358372827-6e07b7aec36003ebb4df340df78d190c-135	VM26.003	19	155	0
26	1358372827-6e07b7aec36003ebb4df340df78d190c-51	VM26.013	18	97	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-134	VM26.013	10	139	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-135	VM26.003	34	155	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-136	VM26.002	74	103	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-136	VM26.003	10	38	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-136	VM26.006	39	74	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-163	VM26.003	44	117	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-258	VM26.008	69	104	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-292	VM26.013	13	75	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-42	VM26.003	39	130	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-42	VM26.019	0	38	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-49	VM26.002	96	144	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-49	VM26.003	15	80	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-55	VM26.019	0	199	0
26	1358373009-6e07b7aec36003ebb4df340df78d190c-58	VM26.020	1	92	0
26	1358373069-dfe757b041b07c8a4956da8c73fda089-191	VM26.003	0	25	0
26	1358373069-dfe757b041b07c8a4956da8c73fda089-191	VM26.009	26	41	0
26	1358373069-dfe757b041b07c8a4956da8c73fda089-47	VM26.013	0	73	0
26	1358373070-6a742098ac5275ce842ec28a922cb344-207	VM26.003	81	118	0
26	1358373070-6a742098ac5275ce842ec28a922cb344-207	VM26.008	120	193	0
26	1358373070-6a742098ac5275ce842ec28a922cb344-40	VM26.019	0	198	0
26	1358373245-6e07b7aec36003ebb4df340df78d190c-29	VM26.008	15	75	0
26	1358373245-6e07b7aec36003ebb4df340df78d190c-29	VM26.009	227	247	0
26	1358373245-6e07b7aec36003ebb4df340df78d190c-29	VM26.018	246	269	0
26	1358373245-6e07b7aec36003ebb4df340df78d190c-51	VM26.013	18	97	0
26	1358373355-1a00fed95531a62ef1ca8658fab2cb77-5	VM26.003	0	29	0
26	1358373355-1a00fed95531a62ef1ca8658fab2cb77-5	VM26.019	31	47	0
26	1358373552-6e07b7aec36003ebb4df340df78d190c-29	VM26.008	15	75	0
26	1358373552-6e07b7aec36003ebb4df340df78d190c-29	VM26.009	227	247	0
26	1358373552-6e07b7aec36003ebb4df340df78d190c-29	VM26.018	246	269	0
26	1358373552-6e07b7aec36003ebb4df340df78d190c-51	VM26.013	18	97	0
26	1358381167-d1f83a6f2b4265944c04927f112465c7-0	VM26.003	0	34	0
26	1358381167-d1f83a6f2b4265944c04927f112465c7-3	VM26.009	0	33	0
26	1358381167-d1f83a6f2b4265944c04927f112465c7-37	VM26.009	0	33	0
26	1358381167-d1f83a6f2b4265944c04927f112465c7-52	VM26.009	0	35	0
26	1358381219-4aead04d463076d690db22b20e744e29-0	VM26.009	23	60	0
26	1358381219-4aead04d463076d690db22b20e744e29-36	VM26.009	0	55	0
26	1358381219-4aead04d463076d690db22b20e744e29-36	VM26.018	59	115	0
26	1358382355-4aead04d463076d690db22b20e744e29-0	VM26.009	23	60	0
26	1358382355-4aead04d463076d690db22b20e744e29-31	VM26.003	27	93	0
26	1358382355-4aead04d463076d690db22b20e744e29-31	VM26.009	0	20	0
26	1358382355-4aead04d463076d690db22b20e744e29-36	VM26.009	0	55	0
26	1358382355-4aead04d463076d690db22b20e744e29-36	VM26.018	59	115	0
26	1358382952-41fc281d692e365da898ea183425e215-82	VM26.017	81	156	0
26	1358389363-bb2d9acc1db2a9ba083277a1b88c959b-105	VM26.003	9	127	0
26	1358389363-bb2d9acc1db2a9ba083277a1b88c959b-99	VM26.013	0	132	0
26	1358389594-0ab59d8b4e2f31d975ef758bb4ae0240-6	VM26.008	68	140	0
26	1358389594-0ab59d8b4e2f31d975ef758bb4ae0240-6	VM26.019	0	67	0
26	1358389594-0ab59d8b4e2f31d975ef758bb4ae0240-6	VM26.026	139	156	0
26	1358395407-0262749f1cfd0f680f46642d4521d472-5	VM26.019	0	58	0
26	1358396223-38c181b8d640d81d3dab3f334bc125f4-145	VM26.003	0	33	0
26	1358396223-38c181b8d640d81d3dab3f334bc125f4-43	VM26.003	94	119	0
26	1358396223-38c181b8d640d81d3dab3f334bc125f4-43	VM26.009	0	27	0
26	1358396473-306861ceaedd452f39e592f246c54d42-42	VM26.003	94	119	0
26	1358396473-306861ceaedd452f39e592f246c54d42-42	VM26.009	0	27	0
26	1358396869-6e9718eb38ef69b67d206eb6634f3398-67	VM26.003	94	119	0
26	1358396869-6e9718eb38ef69b67d206eb6634f3398-67	VM26.009	0	27	0
26	1358399378-2e425c5f88f3b0bc616e70293a51fda1-42	VM26.031	59	240	0
26	1358399378-2e425c5f88f3b0bc616e70293a51fda1-43	VM26.031	80	190	0
26	1358400662-532f1eff9d9d57a2e82cb6d99164b1bd-109	VM26.003	28	120	0
26	1358400662-532f1eff9d9d57a2e82cb6d99164b1bd-109	VM26.009	0	27	0
26	1358400662-532f1eff9d9d57a2e82cb6d99164b1bd-120	VM26.030	0	101	0
26	1358400662-532f1eff9d9d57a2e82cb6d99164b1bd-120	VM26.031	103	182	0
26	1358402231-788db784f1ed59dc62a7913a7762698a-18	VM26.013	0	100	0
26	1358402231-788db784f1ed59dc62a7913a7762698a-24	VM26.002	0	37	0
26	1358402231-788db784f1ed59dc62a7913a7762698a-44	VM26.007	0	112	0
26	1358402231-788db784f1ed59dc62a7913a7762698a-48	VM26.003	0	26	0
26	1358409698-83a2e0e6b74ec995274de81d052ad8f6-23	VM26.003	0	196	0
26	1358409698-83a2e0e6b74ec995274de81d052ad8f6-60	VM26.013	0	93	0
26	1358410020-27799d77f3c7f87e292f3da2482381dc-75	VM26.013	0	33	0
26	1358411266-39585da2ef555b912ed66c32e22fa862-26	VM26.030	0	101	0
26	1358411266-39585da2ef555b912ed66c32e22fa862-26	VM26.031	103	185	0
26	1358411266-39585da2ef555b912ed66c32e22fa862-5	VM26.024	19	48	0
26	1358411266-39585da2ef555b912ed66c32e22fa862-9	VM26.019	0	140	0
26	1358411774-897fe339e7efa7dda3d40e8c1afbe2ab-41	VM26.002	77	91	0
26	1358411774-897fe339e7efa7dda3d40e8c1afbe2ab-41	VM26.003	102	192	0
26	1358411774-897fe339e7efa7dda3d40e8c1afbe2ab-41	VM26.019	0	75	0
26	1358412517-42f0530c29dad8aff80d6883e6729952-176	VM26.002	0	56	0
26	1358412517-42f0530c29dad8aff80d6883e6729952-176	VM26.003	58	117	0
26	1358412517-42f0530c29dad8aff80d6883e6729952-176	VM26.008	128	148	0
26	1358412791-6a742098ac5275ce842ec28a922cb344-272	VM26.013	0	57	0
26	1358412791-6a742098ac5275ce842ec28a922cb344-419	VM26.031	0	199	0
26	1358412791-6a742098ac5275ce842ec28a922cb344-431	VM26.019	0	155	0
26	1358413077-df46a361da19c42052b3686ddebe0a9a-101	VM26.002	0	56	0
26	1358413077-df46a361da19c42052b3686ddebe0a9a-101	VM26.003	58	117	0
26	1358413077-df46a361da19c42052b3686ddebe0a9a-101	VM26.008	128	148	0
26	1358413190-f949b68a40d1522c61421cfbe13397f5-71	VM26.009	0	33	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-51	VM26.003	17	88	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-51	VM26.019	0	17	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-56	VM26.003	126	189	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-56	VM26.008	44	79	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-60	VM26.013	0	135	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-64	VM26.013	0	135	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-65	VM26.003	52	138	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-65	VM26.008	138	210	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-65	VM26.021	0	51	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-65	VM26.032	0	51	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-67	VM26.003	122	182	0
26	1358417340-266c3f05925d1352ef9ece389c93ec05-67	VM26.008	54	122	0
26	1358418493-09445aef78d693d97cc19b103490e235-97	VM26.003	9	51	0
26	1358418493-09445aef78d693d97cc19b103490e235-97	VM26.009	0	8	0
26	1358418493-09445aef78d693d97cc19b103490e235-99	VM26.019	172	200	0
26	1358418520-4991bde71d71836d67c3d32b30114e7e-26	VM26.003	0	101	0
26	1358418520-4991bde71d71836d67c3d32b30114e7e-26	VM26.030	0	101	0
26	1358418520-4991bde71d71836d67c3d32b30114e7e-26	VM26.031	103	185	0
26	1358420345-6c60d300c971b5734a93576ae81525a1-10	VM26.031	0	80	0
26	1358420345-6c60d300c971b5734a93576ae81525a1-7	VM26.002	83	103	0
26	1358420345-6c60d300c971b5734a93576ae81525a1-7	VM26.003	0	40	0
26	1358420345-6c60d300c971b5734a93576ae81525a1-7	VM26.008	41	83	0
26	1358433071-40c47e4174859e2698154901137dc47c-11	VM26.029	0	47	0
26	1358433071-40c47e4174859e2698154901137dc47c-13	VM26.003	39	88	0
26	1358433071-40c47e4174859e2698154901137dc47c-19	VM26.013	0	86	0
26	1358433071-40c47e4174859e2698154901137dc47c-20	VM26.003	0	131	0
26	1358433071-40c47e4174859e2698154901137dc47c-21	VM26.002	133	169	0
26	1358433071-40c47e4174859e2698154901137dc47c-21	VM26.003	38	133	0
26	1358433071-40c47e4174859e2698154901137dc47c-23	VM26.002	84	113	0
26	1358433071-40c47e4174859e2698154901137dc47c-23	VM26.003	0	83	0
26	1358433071-40c47e4174859e2698154901137dc47c-24	VM26.003	0	37	0
26	1358433071-40c47e4174859e2698154901137dc47c-25	VM26.003	62	115	0
26	1358433071-40c47e4174859e2698154901137dc47c-25	VM26.019	127	150	0
26	1358433071-40c47e4174859e2698154901137dc47c-27	VM26.003	0	36	0
26	1358433071-40c47e4174859e2698154901137dc47c-27	VM26.008	0	36	0
26	1358433071-40c47e4174859e2698154901137dc47c-50	VM26.003	4	40	0
26	1358433071-40c47e4174859e2698154901137dc47c-52	VM26.003	0	104	0
26	1358433071-40c47e4174859e2698154901137dc47c-73	VM26.026	159	206	0
26	1358433075-40c47e4174859e2698154901137dc47c-14	VM26.003	0	38	0
26	1358433075-40c47e4174859e2698154901137dc47c-14	VM26.008	39	84	0
26	1358433075-40c47e4174859e2698154901137dc47c-27	VM26.003	0	36	0
26	1358433075-40c47e4174859e2698154901137dc47c-27	VM26.008	0	36	0
26	1358433075-40c47e4174859e2698154901137dc47c-57	VM26.003	0	169	0
26	1358434640-0f08ad114b57984c02722bf6b88a27d6-16	VM26.003	0	74	0
26	1358434640-0f08ad114b57984c02722bf6b88a27d6-16	VM26.009	77	95	0
26	1358434640-0f08ad114b57984c02722bf6b88a27d6-16	VM26.018	97	145	0
26	1358434640-0f08ad114b57984c02722bf6b88a27d6-54	VM26.019	0	64	0
26	1358439836-c5eb69743c3668e208d4735768727e0f-59	VM26.019	0	48	0
26	1358439836-c5eb69743c3668e208d4735768727e0f-85	VM26.002	0	45	0
26	1358439836-c5eb69743c3668e208d4735768727e0f-86	VM26.003	92	142	0
26	1358439836-c5eb69743c3668e208d4735768727e0f-86	VM26.009	62	89	0
26	1358477131-7adee5fdc6c5fd4d3e33b29abced712c-251	VM26.003	0	25	0
26	1358489735-28494d4f93a9adb79871bd9c9160590a-26	VM26.003	14	66	0
26	1358489735-28494d4f93a9adb79871bd9c9160590a-26	VM26.009	0	10	0
26	1358489735-28494d4f93a9adb79871bd9c9160590a-41	VM26.008	19	109	0
26	1358490085-28494d4f93a9adb79871bd9c9160590a-28	VM26.002	81	106	0
26	1358490085-28494d4f93a9adb79871bd9c9160590a-28	VM26.003	1	80	0
26	1358507790-bee65aedaeeb5fa130fbed282a0d9dc6-0	VM26.002	0	27	0
26	1358507790-bee65aedaeeb5fa130fbed282a0d9dc6-0	VM26.003	0	27	0
26	1358532206-cb7f20d21656aefc258eaaec4ef57730-1	VM26.003	9	59	0
26	1358532206-cb7f20d21656aefc258eaaec4ef57730-1	VM26.009	0	8	0
26	1358532206-cb7f20d21656aefc258eaaec4ef57730-8	VM26.002	58	96	0
26	1358532206-cb7f20d21656aefc258eaaec4ef57730-8	VM26.003	96	156	0
26	1358532206-cb7f20d21656aefc258eaaec4ef57730-8	VM26.018	0	41	0
26	1358554959-24e4a7dbf731e15abf6ee14f1a2c43c4-110	VM26.003	15	70	0
26	1358554959-24e4a7dbf731e15abf6ee14f1a2c43c4-110	VM26.026	0	231	0
26	1358671302-fa56d4bb17d26d0d34e9c2bd1d53ee23-20	VM26.031	0	163	0
26	1358671302-fa56d4bb17d26d0d34e9c2bd1d53ee23-5	VM26.019	0	50	0
26	1358803158-e62e6c6b6341c9b5a777467fbcf6835b-5	VM26.019	0	179	0
26	1358957072-a91aa1d8f43fadb1447b7b1348836856-29	VM26.003	29	77	0
26	1358957072-a91aa1d8f43fadb1447b7b1348836856-29	VM26.019	0	21	0
26	1358957072-a91aa1d8f43fadb1447b7b1348836856-29	VM26.029	78	289	0
26	1358957072-a91aa1d8f43fadb1447b7b1348836856-58	VM26.008	51	105	0
26	1358957495-d8d567cd2c521290d8e2706bf7b34c4d-40	VM26.002	149	178	0
26	1358957495-d8d567cd2c521290d8e2706bf7b34c4d-40	VM26.013	111	148	0
26	1358957495-d8d567cd2c521290d8e2706bf7b34c4d-40	VM26.019	0	110	0
26	1358957495-d8d567cd2c521290d8e2706bf7b34c4d-57	VM26.013	12	110	0
26	1358964458-91aef12ff32885a2edb472897cd75aa3-29	VM26.003	29	77	0
26	1358964458-91aef12ff32885a2edb472897cd75aa3-29	VM26.019	0	21	0
26	1358964458-91aef12ff32885a2edb472897cd75aa3-29	VM26.029	78	289	0
26	1358964458-91aef12ff32885a2edb472897cd75aa3-59	VM26.008	51	105	0
26	1358972561-4f7c25d8729b0e7030b8c527bc73834f-94	VM26.026	0	155	0
26	1358972561-4f7c25d8729b0e7030b8c527bc73834f-95	VM26.003	47	163	0
26	1358972561-4f7c25d8729b0e7030b8c527bc73834f-95	VM26.019	0	46	0
26	1358972561-4f7c25d8729b0e7030b8c527bc73834f-95	VM26.030	163	229	0
26	1358991792-9cc521db9254597096502fe85cf2a530-52	VM26.019	0	52	0
26	1358993637-9cc521db9254597096502fe85cf2a530-0	VM26.029	0	135	0
26	1359002339-2eb2d3bc2009b1e69ec650401ca54b23-0	VM26.029	0	121	0
26	1359367592-d152c6867753310c6a05f0036a686ec5-0	VM26.029	0	85	0
26	1359367592-d152c6867753310c6a05f0036a686ec5-32	VM26.029	25	218	0
27	1351534464-dccb7bf493d31af92ef17f113f7561cf-1	VM29.007	0	67	0
27	1351534464-dccb7bf493d31af92ef17f113f7561cf-1	VM29.021	30	67	0
27	1351534464-dccb7bf493d31af92ef17f113f7561cf-13	VM29.001	41	49	0
27	1351534464-dccb7bf493d31af92ef17f113f7561cf-13	VM29.007	55	115	0
27	1351534464-dccb7bf493d31af92ef17f113f7561cf-13	VM29.021	116	153	0
27	1351534464-dccb7bf493d31af92ef17f113f7561cf-19	VM29.021	77	111	0
27	1351538099-fb1c1f9c8e6ef40c88bbfca1d0559a49-25	VM29.001	0	29	0
27	1351538099-fb1c1f9c8e6ef40c88bbfca1d0559a49-25	VM29.021	31	67	0
27	1351542619-afae1af33a2c987951e79fbb24d9d997-0	VM29.021	0	47	0
27	1351542619-afae1af33a2c987951e79fbb24d9d997-43	VM29.007	89	152	0
27	1351542619-afae1af33a2c987951e79fbb24d9d997-43	VM29.021	10	89	0
27	1351544990-afae1af33a2c987951e79fbb24d9d997-0	VM29.021	0	47	0
27	1351574604-79e626d7cf92b88f0d527968640d6cde-17	VM29.007	3	319	0
27	1351574604-79e626d7cf92b88f0d527968640d6cde-17	VM29.012	2	59	0
27	1351574732-79e626d7cf92b88f0d527968640d6cde-17	VM29.007	3	319	0
27	1351574732-79e626d7cf92b88f0d527968640d6cde-17	VM29.012	2	59	0
27	1351578545-79e626d7cf92b88f0d527968640d6cde-15	VM29.012	0	136	0
27	1351578545-79e626d7cf92b88f0d527968640d6cde-23	VM29.012	32	81	0
27	1351592792-f30f88ac82f22d5434ed90b858627674-11	VM29.001	0	13	0
27	1351592792-f30f88ac82f22d5434ed90b858627674-11	VM29.007	16	54	0
27	1351629318-1f8946adf94287e2435945c5044b5832-37	VM29.001	0	13	0
27	1351629318-1f8946adf94287e2435945c5044b5832-51	VM29.047	15	115	0
27	1351629318-1f8946adf94287e2435945c5044b5832-59	VM29.001	7	20	0
27	1351638980-92d8c531cb7d3fd569e0156b0b148165-84	VM29.001	422	461	0
27	1351638980-92d8c531cb7d3fd569e0156b0b148165-84	VM29.007	199	420	0
27	1351653065-c05043c13100fcca985ce4caa20d50d3-10	VM29.001	0	86	0
27	1351653065-c05043c13100fcca985ce4caa20d50d3-10	VM29.007	95	202	0
27	1351653065-c05043c13100fcca985ce4caa20d50d3-6	VM29.001	46	66	0
27	1351653065-c05043c13100fcca985ce4caa20d50d3-9	VM29.001	228	271	0
27	1351653065-c05043c13100fcca985ce4caa20d50d3-9	VM29.007	133	227	0
27	1351653065-c05043c13100fcca985ce4caa20d50d3-9	VM29.012	41	80	0
27	1351653540-c05043c13100fcca985ce4caa20d50d3-9	VM29.001	228	271	0
27	1351653540-c05043c13100fcca985ce4caa20d50d3-9	VM29.007	133	227	0
27	1351653540-c05043c13100fcca985ce4caa20d50d3-9	VM29.012	41	80	0
27	1351654147-499a016624cd0d7645d0d5adc7701d8d-37	VM29.001	36	51	0
27	1351654147-499a016624cd0d7645d0d5adc7701d8d-41	VM29.021	106	188	0
27	1351654147-499a016624cd0d7645d0d5adc7701d8d-49	VM29.001	110	175	0
27	1351654147-499a016624cd0d7645d0d5adc7701d8d-49	VM29.012	0	111	0
27	1351654147-499a016624cd0d7645d0d5adc7701d8d-63	VM29.007	0	41	0
27	1351659141-499a016624cd0d7645d0d5adc7701d8d-40	VM29.021	106	188	0
27	1351659141-499a016624cd0d7645d0d5adc7701d8d-42	VM29.017	0	153	0
27	1351659141-499a016624cd0d7645d0d5adc7701d8d-49	VM29.012	0	95	0
27	1351659141-499a016624cd0d7645d0d5adc7701d8d-54	VM29.007	63	292	0
27	1351659141-499a016624cd0d7645d0d5adc7701d8d-54	VM29.012	3	59	0
27	1351660550-6b92446f50de7a2ae4dbb04d5a010816-16	VM29.007	0	465	0
27	1351660762-c05043c13100fcca985ce4caa20d50d3-23	VM29.001	187	231	0
27	1351660762-c05043c13100fcca985ce4caa20d50d3-23	VM29.007	0	69	0
27	1351660762-c05043c13100fcca985ce4caa20d50d3-6	VM29.001	46	66	0
27	1351660762-c05043c13100fcca985ce4caa20d50d3-9	VM29.001	228	271	0
27	1351660762-c05043c13100fcca985ce4caa20d50d3-9	VM29.007	133	227	0
